Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.016740350844899,0.0307423784997515,-0.0323146494975246,0,0,0,1.83813014538573,0.0126527136163981,-2.08028592840101E-05,1.89181976316372E-08,0.0214525871748862,-0.000346791397246124,0.0108801705210895,0,0,0,0,0,0,package://urdfAssm2/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdfAssm2/meshes/base_link.STL,,baselink_sim2-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
swer1,0.00112932650883885,-0.0163068625808451,-0.00309777579378279,0,0,0,0.781511757095579,0.000843060389202077,1.39670594351371E-05,-7.58494977239166E-06,0.000817015924616437,-3.73146040650031E-05,0.000859803598059485,0,0,0,0,0,0,package://urdfAssm2/meshes/swer1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdfAssm2/meshes/swer1.STL,,swerve_mod-1,Origin_rejo1,Axis_rejo1,rejo1,continuous,0.26,-0.26,0,-1.5707963267949,0,-1.93881529154163,base_link,0,1,0,,,,,,,,,,,,
swer2,0.00112932650883885,-0.0163068625808454,-0.00309777579378301,0,0,0,0.78151175709558,0.000843060389202078,1.39670594351372E-05,-7.58494977239191E-06,0.000817015924616439,-3.73146040650027E-05,0.000859803598059486,0,0,0,0,0,0,package://urdfAssm2/meshes/swer2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdfAssm2/meshes/swer2.STL,,swerve_mod-2,Origin_rejo2,Axis_rejo2,rejo2,continuous,-0.26,-0.26,0,-1.5707963267949,0,1.20389866029615,base_link,0,1,0,,,,,,,,,,,,
swer3,0.00112932650883912,-0.0163068625808453,-0.00309777579378304,0,0,0,0.78151175709558,0.000843060389202078,1.39670594351371E-05,-7.58494977239294E-06,0.000817015924616437,-3.73146040650033E-05,0.000859803598059485,0,0,0,0,0,0,package://urdfAssm2/meshes/swer3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdfAssm2/meshes/swer3.STL,,swerve_mod-4,Origin_rejo3,Axis_rejo3,rejo3,continuous,0.26,0.26,0,-1.5707963267949,0,-1.93226228110303,base_link,0,1,0,,,,,,,,,,,,
swer4,0.00112932650883907,-0.0163068625808454,-0.00309777579378329,0,0,0,0.78151175709558,0.000843060389202079,1.3967059435137E-05,-7.58494977239397E-06,0.000817015924616437,-3.73146040650027E-05,0.000859803598059483,0,0,0,0,0,0,package://urdfAssm2/meshes/swer4.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdfAssm2/meshes/swer4.STL,,swerve_mod-3,Origin_rejo4,Axis_rejo4,rejo4,continuous,-0.26,0.26,0,-1.5707963267949,0,1.21649767020403,base_link,0,1,0,,,,,,,,,,,,
